9,755067567567576
7,4838425381904345
10,1975616921268
21,5783427060601
10,245561943931587
17,56363312069838
14,944865284539178
5,828855628829546
11,592205534927423
13,303151754238684
4,74822752142967
12,179998321302667
14,653978512674254
13,425906496558797
15,84716509988256
9,070739951003079
18,580294191707274
19,877021024949645
6,909413295282778
2,1067651502434246
4,730254322645663
22,758695977998585
23,17887569246272
10,151368058402953
2,2267619375314185
6,90948373622942
2,5869713066560127
3,8838236528454604
4,748352778244085
8,950604331039198
10,151397515527911
15,554508595376236
16,995346071900705
18,07597417930058
14,473880487976361
19,99721965754582
23,118905347123178
0,7858401880139855
3,883561356387475
9,430949320153765
6,90948373622942
13,393252380576486
6,549274367104826
7,719909350344119
13,393252380576486
7,990111843629296
13,033043011451893
10,751794107772385
18,436183548425173
5,203961725700943
18,79639291754977
11,13710760449897
13,933450142689288
8,350207738794724
20,59743976319883
10,571596441161647
17,35563202954516
17,105401208662133
9,07073610877969
20,23722091656882
10,949041044149839
9,070739951003079
3,307390044905201
15,91471796450083
9,79115868927836
22,038277239723303
12,948526943092187
11,148386352190707
14,561912455934229
11,592205534927423
5,608160567399674
16,274927333625424
14,443879049857387
20,23723039407424
17,805732751385026
16,995346071900705
10,872188181970863
7,629941665267744
17,441927564210207
6,18906499795414
24,694686922947746
10,024183733422982
14,805585865368554
19,99721965754582
11,231996165802828
9,194802333389262
17,35563202954516
19,151313580661355
8,35032121275389
9,611066812153684
19,877021024949645
20,23723039407424
6,497870152761392
14,075614822897517
12,31272032902459
16,646644703709917
15,374506882658986
15,341457528957498
1,506368557998951
15,803886184321042
3,6676913714956294
9,16253986906173
21,588047675004155
8,352568406916125
0,0
9,11585109954687
4,545859912707626
1,3647284707066936
9,636509568574763
14,593912623804009
18,876426892731207
17,3555554410253
20,52364864864869
6,103113983548735
3,727757260365875
23,388975155279592
11,952414904052016
21,798147137821022
6,585214873258381
18,14750503609211
14,5647977169716
0,9660378546247231
7,269808628504253
21,678067870598706
3,9753651166695154
11,622093755245988
7,678466509988267
11,411207403055164
6,4123615074703
16,995346071900705
19,516692546583855
10,525956857478496
18,416883498405266
18,216489004532455
19,461347993956643
21,594342789995103
11,312846231324423
1,986633372502933
5,774194225281069
5,000419674332776
7,615515360080649
20,772830283699776
11,860258939063323
21,317858501474113
19,156602286674364
4,38795744502261
1,1461338301315434
15,763754826254884
2,004994124559341
11,306551116333708
13,753461749727173
7,449743998657006
14,895028957528961
8,35032121275389
5,624160651334679
2,5870299647474067
13,907745089810224
15,590114571092847
13,977778244082513
14,113671118851768
17,882585613564
10,685433103911425
15,682442924290857
9,863133708242374
10,439661322813448
2,346766409266423
14,020532566728292
12,988133708242374
13,979614319288178
15,31050654691966
15,358506798724214
16,37306949806946
18,436293436293383
11,666159560181228
15,554508595376236
12,67285336578808
20,23723039407424
9,07073610877969
20,95764913234952
16,935433103911425
11,502224273963481
7,566990515360125
12,312458032566838
9,070739951003079
12,961117173073617
11,787340523753661
1,4874832130265723
12,55272158804759
5,828855628829546
5,108436890580357
7,990074702031234
10,321890213194592
7,0896109618935155
21,029618516031505
19,313150495215687
18,322981366459576
14,468797213362494
23,299007470203215
17,17543436293442
16,034707067315722
15,824607604498853
15,521655195568236
17,35563202954516
11,472060181299366
0,49206815511168944
14,834089857100956
17,181991774383125
14,113647809300026
10,923335991270774
14,834089857100956
20,860437300654752
24,179012086620876
19,168625146886058
21,089946701359736
16,995346071900705
17,005466258183713
19,012558754406705
19,696890213194592
17,895962732919386
13,899089306698107
14,68414260533837
1,926567483632687
17,130843965083212
21,977295618600053
4,583630602652383
11,231996165802828
18,41609660903131
22,308313748531134
15,554508595376236
16,915236276649352
20,47800906496554
18,998132449219376
20,44653349001173
16,474315930837573
20,97820841027361
20,417418583179558
17,805732751385026
19,1206248950815
14,653978512674254
13,404135890549044
11,123205892227613
23,21192504616421
17,405730653013364
4,540089390632881
19,083378798052717
19,311052123552038
10,675203542051396
4,700352526439532
13,014101057579424
16,301987157965463
23,164449387275397
20,26554893402727
23,83932408539846
15,914837586033215
14,473880487976361
15,374506882658986
16,00480527110959
10,727662833641
12,951149907671574
13,785514940406316
14,198369565217396
4,74822752142967
19,877021024949645
17,90540540540546
19,21662539869061
20,29938517710248
20,021088635218987
17,146844049017986
15,194309216048248
14,416600218230643
14,244009148900547
8,55532356891057
6,875052459291597
13,681383246600598
23,06556362262892
20,302270438140088
18,085603072016198
14,15954968944093
3,488805187174818
18,5141954843043
4,3160882155446565
7,516105002517967
5,948883666275047
20,192105925801638
20,23723039407424
18,476162497901555
19,51681165582505
6,252622964579387
13,919023837502193
13,83351519221087
14,63247020312249
9,881232163840798
6,369082591908783
0,5458389289909872
16,346577555816673
4,727106765150305
7,707056823904704
20,466468020815817
21,41598119859003
8,35032121275389
6,189147221756031
5,828751888534556
10,292250713446446
10,40871034077561
1,866501594762441
2,947180675780607
21,317858501474113
0,06550572273166824
2,2266346315259313
4,885533825751291
0,22557495383590376
15,554704549269724
6,652100470035313
12,712460130938501
11,432191119691192
13,544726792009362
5,468646259704951
9,67375566560355
7,269693105354015
2,5869713066560127
6,90948373622942
6,549274367104826
6,549274367104826
19,15655950982036
5,2884211851603276
16,164019221084533
15,399425046164096
16,68651376531809
11,231996165802828
11,231996165802828
11,592205534927423
14,856733674668465
13,420922863857774
6,549280258519288
6,549274367104826
15,467884421688705
14,203615494376402
3,091163756924556
5,108436890580357
24,91995219277224
19,51681165582505
15,400211935538051
16,65661196911196
8,30010911532652
3,847626741648382
0,6958725029376093
9,07073610877969
13,364791421856609
5,468646259704951
12,984461557831047
16,635103659560194
20,057023249958082
11,05186125566563
11,231996165802828
11,231996165802828
4,208022074869858
2,2783070337418123
16,851235940909792
5,573275138492521
14,834089857100956
4,988354037267083
7,449743998657006
15,689524928655295
14,764143025012702
19,51681165582505
3,4350344132952872
1,5063431992561376
9,482279251301076
2,9993599966425157
9,430949320153765
20,057023249958082
16,995236696323683
11,231996165802828
17,715764810149896
5,324618096357173
14,473880487976361
15,194299226251642
16,184740641262344
9,575132197414824
16,875367215041177
15,433261289239539
18,616228806446134
2,947180675780607
22,99894032230997
2,2267619375314185
15,18066980023511
13,115609786805523
6,816298052711044
18,683901292597024
18,683901292597024
10,799007470203216
14,827356471378305
8,242141598119925
15,257784958871838
15,962575541380016
17,367173073694882
20,234335655531446
11,105894326003146
18,052816014772464
16,317200352526513
0,964201779419059
14,013188265905637
12,204129595434054
17,948684320966976
9,674280258519287
17,27956605673991
17,27956605673991
17,301598959207645
19,80653013261707
22,69205346651004
22,69205346651004
17,103040540540498
17,07208955850266
16,933859325163745
16,933859325163745
17,003892479436036
17,063696071848295
17,472878546248047
17,472878546248047
20,340303424542597
6,54823107268758
13,84007260365957
22,41139625650491
13,616596021487315
9,342737535672235
14,742372419002951
5,168814000335806
3,6425109115325354
3,6558880308879216
14,775159476246454
15,136341698841653
